network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance,sum_1,sum_2,sum_shared
A_HP_036,A,HostParasite,3645,"Microtus oeconomus",Host,4,"Megabothris calcarifer",Parasite,4,8,13,1,0.3077,0.5,0.288,53,307,41
A_HP_041,A,HostParasite,3645,"Microtus oeconomus",Host,7,"Megabothris calcarifer",Parasite,2,11,10,1,0.7,0.1818,0.455,639,28,18
A_HP_044,A,HostParasite,3645,"Microtus oeconomus",Host,11,"Megabothris calcarifer",Parasite,2,27,26,1,0.4231,0.0741,0.281,135,4,2
A_HP_050,A,HostParasite,3645,"Microtus oeconomus",Host,10,"Megabothris calcarifer",Parasite,1,27,35,0,0.2857,0.037,0.239,85,8,0
A_HP_051,A,HostParasite,3645,"Microtus oeconomus",Host,8,"Megabothris calcarifer",Parasite,2,13,26,0,0.3077,0.1538,0.317,132,4,0
A_HP_003,A,HostParasite,3630,"Microtus oeconomus",Host,6,"Megabothris rectangulatus",Parasite,16,23,9,1,0.6667,0.6957,0.522,146,219,53
A_HP_007,A,HostParasite,3630,"Microtus oeconomus",Host,6,"Megabothris rectangulatus",Parasite,5,8,17,1,0.3529,0.625,0.316,38,27,2
A_HP_019,A,HostParasite,3630,"Microtus oeconomus",Host,6,"Megabothris rectangulatus",Parasite,6,9,18,1,0.3333,0.6667,0.222,20,77,2
A_HP_031,A,HostParasite,3630,"Microtus oeconomus",Host,9,"Megabothris rectangulatus",Parasite,12,25,31,1,0.2903,0.48,0.225,57,173,3
A_HP_034,A,HostParasite,3630,"Microtus oeconomus",Host,5,"Megabothris rectangulatus",Parasite,8,9,8,1,0.625,0.8889,0.486,45,379,17
A_HP_036,A,HostParasite,3630,"Microtus oeconomus",Host,4,"Megabothris rectangulatus",Parasite,3,8,13,1,0.3077,0.375,0.288,53,11,3
A_HP_041,A,HostParasite,3630,"Microtus oeconomus",Host,7,"Megabothris rectangulatus",Parasite,8,11,10,1,0.7,0.7273,0.455,639,282,174
A_HP_042,A,HostParasite,3630,"Microtus oeconomus",Host,6,"Megabothris rectangulatus",Parasite,6,21,32,1,0.1875,0.2857,0.125,28,56,12
A_HP_044,A,HostParasite,3630,"Microtus oeconomus",Host,11,"Megabothris rectangulatus",Parasite,18,27,26,1,0.4231,0.6667,0.281,135,600,38
A_HP_051,A,HostParasite,3630,"Microtus oeconomus",Host,8,"Megabothris rectangulatus",Parasite,9,13,26,1,0.3077,0.6923,0.317,132,354,14
A_HP_018,A,HostParasite,3630,"Microtus oeconomus",Host,8,"Megabothris rectangulatus",Parasite,4,15,21,0,0.381,0.2667,0.403,247,33,0
A_HP_020,A,HostParasite,3630,"Microtus oeconomus",Host,9,"Megabothris rectangulatus",Parasite,1,16,17,0,0.5294,0.0625,0.386,266,3,0
A_HP_025,A,HostParasite,3630,"Microtus oeconomus",Host,2,"Megabothris rectangulatus",Parasite,1,18,40,0,0.05,0.0556,0.149,9,3,0
A_HP_043,A,HostParasite,3630,"Microtus oeconomus",Host,1,"Megabothris rectangulatus",Parasite,4,9,29,0,0.0345,0.4444,0.28,2,68,0
A_HP_018,A,HostParasite,3658,"Microtus oeconomus",Host,8,"Megabothris turbidus",Parasite,10,15,21,1,0.381,0.6667,0.403,247,571,5
A_HP_019,A,HostParasite,3658,"Microtus oeconomus",Host,6,"Megabothris turbidus",Parasite,1,9,18,1,0.3333,0.1111,0.222,20,2,2
A_HP_048,A,HostParasite,3658,"Microtus oeconomus",Host,4,"Megabothris turbidus",Parasite,7,12,14,1,0.2857,0.5833,0.423,21,1350,3
A_HP_051,A,HostParasite,3658,"Microtus oeconomus",Host,8,"Megabothris turbidus",Parasite,8,13,26,1,0.3077,0.6154,0.317,132,133,7
A_HP_003,A,HostParasite,3658,"Microtus oeconomus",Host,6,"Megabothris turbidus",Parasite,7,23,9,0,0.6667,0.3043,0.522,146,39,0
A_HP_020,A,HostParasite,3658,"Microtus oeconomus",Host,9,"Megabothris turbidus",Parasite,6,16,17,0,0.5294,0.375,0.386,266,75,0
A_HP_031,A,HostParasite,3658,"Microtus oeconomus",Host,9,"Megabothris turbidus",Parasite,8,25,31,0,0.2903,0.32,0.225,57,154,0
A_HP_044,A,HostParasite,3658,"Microtus oeconomus",Host,11,"Megabothris turbidus",Parasite,2,27,26,0,0.4231,0.0741,0.281,135,4,0
A_HP_018,A,HostParasite,3621,"Microtus oeconomus",Host,8,"Megabothris walkeri",Parasite,10,15,21,1,0.381,0.6667,0.403,247,196,145
A_HP_020,A,HostParasite,3621,"Microtus oeconomus",Host,9,"Megabothris walkeri",Parasite,14,16,17,1,0.5294,0.875,0.386,266,291,72
A_HP_031,A,HostParasite,3621,"Microtus oeconomus",Host,9,"Megabothris walkeri",Parasite,11,25,31,1,0.2903,0.44,0.225,57,860,15
A_HP_044,A,HostParasite,3621,"Microtus oeconomus",Host,11,"Megabothris walkeri",Parasite,5,27,26,1,0.4231,0.1852,0.281,135,26,3
A_HP_048,A,HostParasite,3621,"Microtus oeconomus",Host,4,"Megabothris walkeri",Parasite,6,12,14,1,0.2857,0.5,0.423,21,40,2
A_HP_032,A,HostParasite,3621,"Microtus oeconomus",Host,3,"Megabothris walkeri",Parasite,2,14,13,0,0.2308,0.1429,0.176,7,4,0
A_HP_019,A,HostParasite,3662,"Microtus oeconomus",Host,6,"Neopsylla acanthina",Parasite,2,9,18,1,0.3333,0.2222,0.222,20,13,2
A_HP_030,A,HostParasite,3662,"Microtus oeconomus",Host,7,"Neopsylla acanthina",Parasite,1,14,15,0,0.4667,0.0714,0.243,242,2,0
A_HP_031,A,HostParasite,3662,"Microtus oeconomus",Host,9,"Neopsylla acanthina",Parasite,2,25,31,0,0.2903,0.08,0.225,57,15,0
A_HP_044,A,HostParasite,3662,"Microtus oeconomus",Host,11,"Neopsylla acanthina",Parasite,3,27,26,0,0.4231,0.1111,0.281,135,10,0
A_HP_051,A,HostParasite,3662,"Microtus oeconomus",Host,8,"Neopsylla acanthina",Parasite,2,13,26,0,0.3077,0.1538,0.317,132,5,0
A_HP_003,A,HostParasite,3632,"Microtus oeconomus",Host,6,"Neopsylla mana",Parasite,21,23,9,1,0.6667,0.913,0.522,146,976,8
A_HP_042,A,HostParasite,3632,"Microtus oeconomus",Host,6,"Neopsylla mana",Parasite,6,21,32,1,0.1875,0.2857,0.125,28,44,2
A_HP_051,A,HostParasite,3632,"Microtus oeconomus",Host,8,"Neopsylla mana",Parasite,9,13,26,1,0.3077,0.6923,0.317,132,143,9
A_HP_007,A,HostParasite,3632,"Microtus oeconomus",Host,6,"Neopsylla mana",Parasite,1,8,17,0,0.3529,0.125,0.316,38,3,0
A_HP_019,A,HostParasite,3632,"Microtus oeconomus",Host,6,"Neopsylla mana",Parasite,1,9,18,0,0.3333,0.1111,0.222,20,11,0
A_HP_025,A,HostParasite,3632,"Microtus oeconomus",Host,2,"Neopsylla mana",Parasite,6,18,40,0,0.05,0.3333,0.149,9,424,0
A_HP_031,A,HostParasite,3632,"Microtus oeconomus",Host,9,"Neopsylla mana",Parasite,5,25,31,0,0.2903,0.2,0.225,57,14,0
A_HP_043,A,HostParasite,3632,"Microtus oeconomus",Host,1,"Neopsylla mana",Parasite,6,9,29,0,0.0345,0.6667,0.28,2,136,0
A_HP_044,A,HostParasite,3632,"Microtus oeconomus",Host,11,"Neopsylla mana",Parasite,1,27,26,0,0.4231,0.037,0.281,135,2,0
A_HP_050,A,HostParasite,3632,"Microtus oeconomus",Host,10,"Neopsylla mana",Parasite,1,27,35,0,0.2857,0.037,0.239,85,2,0
A_HP_020,A,HostParasite,3623,"Microtus oeconomus",Host,9,"Neopsylla pleskei",Parasite,7,16,17,1,0.5294,0.4375,0.386,266,126,6
A_HP_032,A,HostParasite,3623,"Microtus oeconomus",Host,3,"Neopsylla pleskei",Parasite,4,14,13,1,0.2308,0.2857,0.176,7,19,2
A_HP_019,A,HostParasite,3623,"Microtus oeconomus",Host,6,"Neopsylla pleskei",Parasite,1,9,18,0,0.3333,0.1111,0.222,20,3,0
A_HP_022,A,HostParasite,3623,"Microtus oeconomus",Host,4,"Neopsylla pleskei",Parasite,9,16,18,0,0.2222,0.5625,0.236,24,111,0
A_HP_025,A,HostParasite,3623,"Microtus oeconomus",Host,2,"Neopsylla pleskei",Parasite,8,18,40,0,0.05,0.4444,0.149,9,167,0
A_HP_031,A,HostParasite,3623,"Microtus oeconomus",Host,9,"Neopsylla pleskei",Parasite,7,25,31,0,0.2903,0.28,0.225,57,46,0
A_HP_043,A,HostParasite,3623,"Microtus oeconomus",Host,1,"Neopsylla pleskei",Parasite,1,9,29,0,0.0345,0.1111,0.28,2,26,0
A_HP_044,A,HostParasite,3623,"Microtus oeconomus",Host,11,"Neopsylla pleskei",Parasite,4,27,26,0,0.4231,0.1481,0.281,135,16,0
A_HP_051,A,HostParasite,3623,"Microtus oeconomus",Host,8,"Neopsylla pleskei",Parasite,1,13,26,0,0.3077,0.0769,0.317,132,2,0
A_HP_003,A,HostParasite,3634,"Microtus oeconomus",Host,6,"Palaeopsylla soricis",Parasite,15,23,9,1,0.6667,0.6522,0.522,146,119,6
A_HP_018,A,HostParasite,3634,"Microtus oeconomus",Host,8,"Palaeopsylla soricis",Parasite,12,15,21,1,0.381,0.8,0.403,247,1234,3
A_HP_020,A,HostParasite,3634,"Microtus oeconomus",Host,9,"Palaeopsylla soricis",Parasite,10,16,17,1,0.5294,0.625,0.386,266,902,14
A_HP_044,A,HostParasite,3634,"Microtus oeconomus",Host,11,"Palaeopsylla soricis",Parasite,18,27,26,1,0.4231,0.6667,0.281,135,507,11
A_HP_051,A,HostParasite,3634,"Microtus oeconomus",Host,8,"Palaeopsylla soricis",Parasite,10,13,26,1,0.3077,0.7692,0.317,132,204,55
A_HP_019,A,HostParasite,3634,"Microtus oeconomus",Host,6,"Palaeopsylla soricis",Parasite,2,9,18,0,0.3333,0.2222,0.222,20,7,0
A_HP_022,A,HostParasite,3634,"Microtus oeconomus",Host,4,"Palaeopsylla soricis",Parasite,1,16,18,0,0.2222,0.0625,0.236,24,7,0
A_HP_031,A,HostParasite,3634,"Microtus oeconomus",Host,9,"Palaeopsylla soricis",Parasite,10,25,31,0,0.2903,0.4,0.225,57,520,0
A_HP_034,A,HostParasite,3634,"Microtus oeconomus",Host,5,"Palaeopsylla soricis",Parasite,2,9,8,0,0.625,0.2222,0.486,45,4,0
A_HP_043,A,HostParasite,3634,"Microtus oeconomus",Host,1,"Palaeopsylla soricis",Parasite,1,9,29,0,0.0345,0.1111,0.28,2,2,0
A_HP_048,A,HostParasite,3634,"Microtus oeconomus",Host,4,"Palaeopsylla soricis",Parasite,4,12,14,0,0.2857,0.3333,0.423,21,47,0
A_HP_018,A,HostParasite,3626,"Microtus oeconomus",Host,8,"Peromyscopsylla bidentata",Parasite,9,15,21,1,0.381,0.6,0.403,247,256,1
A_HP_041,A,HostParasite,3626,"Microtus oeconomus",Host,7,"Peromyscopsylla bidentata",Parasite,5,11,10,1,0.7,0.4545,0.455,639,305,251
A_HP_020,A,HostParasite,3626,"Microtus oeconomus",Host,9,"Peromyscopsylla bidentata",Parasite,6,16,17,0,0.5294,0.375,0.386,266,58,0
A_HP_022,A,HostParasite,3626,"Microtus oeconomus",Host,4,"Peromyscopsylla bidentata",Parasite,3,16,18,0,0.2222,0.1875,0.236,24,16,0
A_HP_031,A,HostParasite,3626,"Microtus oeconomus",Host,9,"Peromyscopsylla bidentata",Parasite,4,25,31,0,0.2903,0.16,0.225,57,19,0
A_HP_048,A,HostParasite,3626,"Microtus oeconomus",Host,4,"Peromyscopsylla bidentata",Parasite,3,12,14,0,0.2857,0.25,0.423,21,79,0
A_HP_051,A,HostParasite,3626,"Microtus oeconomus",Host,8,"Peromyscopsylla bidentata",Parasite,3,13,26,0,0.3077,0.2308,0.317,132,14,0
A_HP_019,A,HostParasite,3663,"Microtus oeconomus",Host,6,"Peromyscopsylla ostsibirica",Parasite,3,9,18,1,0.3333,0.3333,0.222,20,10,5
A_HP_036,A,HostParasite,3663,"Microtus oeconomus",Host,4,"Peromyscopsylla ostsibirica",Parasite,2,8,13,1,0.3077,0.25,0.288,53,4,2
A_HP_030,A,HostParasite,3663,"Microtus oeconomus",Host,7,"Peromyscopsylla ostsibirica",Parasite,3,14,15,0,0.4667,0.2143,0.243,242,9,0
A_HP_019,A,HostParasite,3664,"Microtus oeconomus",Host,6,"Peromyscopsylla silvatica",Parasite,4,9,18,1,0.3333,0.4444,0.222,20,105,7
A_HP_031,A,HostParasite,3664,"Microtus oeconomus",Host,9,"Peromyscopsylla silvatica",Parasite,4,25,31,1,0.2903,0.16,0.225,57,52,5
A_HP_034,A,HostParasite,3664,"Microtus oeconomus",Host,5,"Peromyscopsylla silvatica",Parasite,5,9,8,1,0.625,0.5556,0.486,45,227,7
A_HP_044,A,HostParasite,3664,"Microtus oeconomus",Host,11,"Peromyscopsylla silvatica",Parasite,16,27,26,1,0.4231,0.5926,0.281,135,1386,18
A_HP_018,A,HostParasite,3664,"Microtus oeconomus",Host,8,"Peromyscopsylla silvatica",Parasite,2,15,21,0,0.381,0.1333,0.403,247,85,0
A_HP_020,A,HostParasite,3664,"Microtus oeconomus",Host,9,"Peromyscopsylla silvatica",Parasite,1,16,17,0,0.5294,0.0625,0.386,266,8,0
A_HP_025,A,HostParasite,3669,"Microtus oeconomus",Host,2,"Rhadinopsylla altaica",Parasite,1,18,40,1,0.05,0.0556,0.149,9,3,3
A_HP_051,A,HostParasite,3669,"Microtus oeconomus",Host,8,"Rhadinopsylla altaica",Parasite,4,13,26,0,0.3077,0.3077,0.317,132,20,0
A_HP_051,A,HostParasite,3817,"Microtus oeconomus",Host,8,"Rhadinopsylla integella",Parasite,4,13,26,1,0.3077,0.3077,0.317,132,26,2
A_HP_015,A,HostParasite,3817,"Microtus oeconomus",Host,1,"Rhadinopsylla integella",Parasite,1,3,7,0,0.1429,0.3333,0.571,2,3,0
A_HP_018,A,HostParasite,3817,"Microtus oeconomus",Host,8,"Rhadinopsylla integella",Parasite,2,15,21,0,0.381,0.1333,0.403,247,4,0
A_HP_020,A,HostParasite,3817,"Microtus oeconomus",Host,9,"Rhadinopsylla integella",Parasite,1,16,17,0,0.5294,0.0625,0.386,266,9,0
A_HP_031,A,HostParasite,3817,"Microtus oeconomus",Host,9,"Rhadinopsylla integella",Parasite,1,25,31,0,0.2903,0.04,0.225,57,2,0
A_HP_034,A,HostParasite,3817,"Microtus oeconomus",Host,5,"Rhadinopsylla integella",Parasite,1,9,8,0,0.625,0.1111,0.486,45,6,0
A_HP_041,A,HostParasite,3817,"Microtus oeconomus",Host,7,"Rhadinopsylla integella",Parasite,3,11,10,0,0.7,0.2727,0.455,639,6,0
A_HP_044,A,HostParasite,3817,"Microtus oeconomus",Host,11,"Rhadinopsylla integella",Parasite,1,27,26,0,0.4231,0.037,0.281,135,2,0
A_HP_044,A,HostParasite,3807,"Microtus oeconomus",Host,11,"Rhadinopsylla li",Parasite,27,27,26,1,0.4231,1,0.281,135,189,7
A_HP_025,A,HostParasite,3807,"Microtus oeconomus",Host,2,"Rhadinopsylla li",Parasite,2,18,40,0,0.05,0.1111,0.149,9,596,0
A_HP_043,A,HostParasite,3807,"Microtus oeconomus",Host,1,"Rhadinopsylla li",Parasite,3,9,29,0,0.0345,0.3333,0.28,2,11,0
A_HP_050,A,HostParasite,3807,"Microtus oeconomus",Host,10,"Rhadinopsylla li",Parasite,12,27,35,0,0.2857,0.4444,0.239,85,3882,0
A_HP_050,A,HostParasite,3815,"Microtus oeconomus",Host,10,"Tarsopsylla octodecimdentata",Parasite,14,27,35,1,0.2857,0.5185,0.239,85,1320,6
A_HP_018,A,HostParasite,3815,"Microtus oeconomus",Host,8,"Tarsopsylla octodecimdentata",Parasite,1,15,21,0,0.381,0.0667,0.403,247,22,0
A_HP_025,A,HostParasite,3815,"Microtus oeconomus",Host,2,"Tarsopsylla octodecimdentata",Parasite,1,18,40,0,0.05,0.0556,0.149,9,10,0
A_HP_030,A,HostParasite,3815,"Microtus oeconomus",Host,7,"Tarsopsylla octodecimdentata",Parasite,1,14,15,0,0.4667,0.0714,0.243,242,43,0
A_HP_031,A,HostParasite,3815,"Microtus oeconomus",Host,9,"Tarsopsylla octodecimdentata",Parasite,2,25,31,0,0.2903,0.08,0.225,57,9,0
A_HP_043,A,HostParasite,3815,"Microtus oeconomus",Host,1,"Tarsopsylla octodecimdentata",Parasite,1,9,29,0,0.0345,0.1111,0.28,2,9,0
A_HP_044,A,HostParasite,3815,"Microtus oeconomus",Host,11,"Tarsopsylla octodecimdentata",Parasite,1,27,26,0,0.4231,0.037,0.281,135,20,0
A_HP_051,A,HostParasite,3815,"Microtus oeconomus",Host,8,"Tarsopsylla octodecimdentata",Parasite,1,13,26,0,0.3077,0.0769,0.317,132,281,0
A_HP_006,A,HostParasite,3636,"Microtus socialis",Host,6,"Amphipsylla rossica",Parasite,7,16,37,1,0.1622,0.4375,0.208,204,154,23
A_HP_010,A,HostParasite,3636,"Microtus socialis",Host,5,"Amphipsylla rossica",Parasite,4,18,31,1,0.1613,0.2222,0.158,31,25,4
A_HP_038,A,HostParasite,3636,"Microtus socialis",Host,9,"Amphipsylla rossica",Parasite,2,10,20,1,0.45,0.2,0.26,244,8,2
A_HP_046,A,HostParasite,3636,"Microtus socialis",Host,4,"Amphipsylla rossica",Parasite,3,17,39,1,0.1026,0.1765,0.305,286,40,2
A_HP_014,A,HostParasite,3636,"Microtus socialis",Host,4,"Amphipsylla rossica",Parasite,5,11,19,0,0.2105,0.4545,0.325,39,372,0
A_HP_029,A,HostParasite,3636,"Microtus socialis",Host,4,"Amphipsylla rossica",Parasite,1,15,34,0,0.1176,0.0667,0.155,18,40,0
A_HP_006,A,HostParasite,3637,"Microtus socialis",Host,6,"Amphipsylla schelkovnikovi",Parasite,4,16,37,1,0.1622,0.25,0.208,204,2280,1
A_HP_038,A,HostParasite,3637,"Microtus socialis",Host,9,"Amphipsylla schelkovnikovi",Parasite,3,10,20,1,0.45,0.3,0.26,244,40,2
A_HP_010,A,HostParasite,3637,"Microtus socialis",Host,5,"Amphipsylla schelkovnikovi",Parasite,2,18,31,0,0.1613,0.1111,0.158,31,330,0
A_HP_029,A,HostParasite,3637,"Microtus socialis",Host,4,"Amphipsylla schelkovnikovi",Parasite,1,15,34,0,0.1176,0.0667,0.155,18,193,0
A_HP_046,A,HostParasite,3637,"Microtus socialis",Host,4,"Amphipsylla schelkovnikovi",Parasite,2,17,39,0,0.1026,0.1176,0.305,286,71,0
A_HP_038,A,HostParasite,3713,"Microtus socialis",Host,9,"Callopsylla caspia",Parasite,1,10,20,1,0.45,0.1,0.26,244,2,2
A_HP_006,A,HostParasite,3713,"Microtus socialis",Host,6,"Callopsylla caspia",Parasite,3,16,37,0,0.1622,0.1875,0.208,204,25,0
A_HP_014,A,HostParasite,3713,"Microtus socialis",Host,4,"Callopsylla caspia",Parasite,1,11,19,0,0.2105,0.0909,0.325,39,6,0
A_HP_029,A,HostParasite,3713,"Microtus socialis",Host,4,"Callopsylla caspia",Parasite,3,15,34,0,0.1176,0.2,0.155,18,92,0
A_HP_006,A,HostParasite,3638,"Microtus socialis",Host,6,"Ctenophthalmus secundus",Parasite,5,16,37,1,0.1622,0.3125,0.208,204,147,123
A_HP_014,A,HostParasite,3638,"Microtus socialis",Host,4,"Ctenophthalmus secundus",Parasite,4,11,19,1,0.2105,0.3636,0.325,39,20,4
A_HP_038,A,HostParasite,3638,"Microtus socialis",Host,9,"Ctenophthalmus secundus",Parasite,5,10,20,1,0.45,0.5,0.26,244,89,75
A_HP_006,A,HostParasite,3639,"Microtus socialis",Host,6,"Neopsylla setosa",Parasite,4,16,37,1,0.1622,0.25,0.208,204,3733,1
A_HP_029,A,HostParasite,3639,"Microtus socialis",Host,4,"Neopsylla setosa",Parasite,1,15,34,0,0.1176,0.0667,0.155,18,1367,0
A_HP_046,A,HostParasite,3639,"Microtus socialis",Host,4,"Neopsylla setosa",Parasite,5,17,39,0,0.1026,0.2941,0.305,286,4841,0
A_HP_010,A,HostParasite,3648,"Microtus socialis",Host,5,"Neopsylla teratura",Parasite,4,18,31,1,0.1613,0.2222,0.158,31,34,2
A_HP_029,A,HostParasite,3648,"Microtus socialis",Host,4,"Neopsylla teratura",Parasite,6,15,34,1,0.1176,0.4,0.155,18,223,9
A_HP_006,A,HostParasite,3640,"Microtus socialis",Host,6,"Nosopsyllus consimilis",Parasite,11,16,37,1,0.1622,0.6875,0.208,204,527,48
A_HP_010,A,HostParasite,3640,"Microtus socialis",Host,5,"Nosopsyllus consimilis",Parasite,7,18,31,1,0.1613,0.3889,0.158,31,43,2
A_HP_014,A,HostParasite,3640,"Microtus socialis",Host,4,"Nosopsyllus consimilis",Parasite,8,11,19,1,0.2105,0.7273,0.325,39,259,22
A_HP_038,A,HostParasite,3640,"Microtus socialis",Host,9,"Nosopsyllus consimilis",Parasite,6,10,20,1,0.45,0.6,0.26,244,249,100
A_HP_046,A,HostParasite,3640,"Microtus socialis",Host,4,"Nosopsyllus consimilis",Parasite,6,17,39,1,0.1026,0.3529,0.305,286,492,250
A_HP_038,A,HostParasite,3714,"Microtus socialis",Host,9,"Nosopsyllus iranus",Parasite,6,10,20,1,0.45,0.6,0.26,244,1792,27
A_HP_006,A,HostParasite,3714,"Microtus socialis",Host,6,"Nosopsyllus iranus",Parasite,6,16,37,0,0.1622,0.375,0.208,204,956,0
A_HP_038,A,HostParasite,3715,"Microtus socialis",Host,9,"Nosopsyllus laeviceps",Parasite,3,10,20,1,0.45,0.3,0.26,244,398,22
A_HP_010,A,HostParasite,3715,"Microtus socialis",Host,5,"Nosopsyllus laeviceps",Parasite,4,18,31,0,0.1613,0.2222,0.158,31,329,0
A_HP_046,A,HostParasite,3715,"Microtus socialis",Host,4,"Nosopsyllus laeviceps",Parasite,9,17,39,0,0.1026,0.5294,0.305,286,29717,0
A_HP_006,A,HostParasite,3641,"Microtus socialis",Host,6,"Nosopsyllus mokrzeckyi",Parasite,6,16,37,1,0.1622,0.375,0.208,204,81,8
A_HP_014,A,HostParasite,3641,"Microtus socialis",Host,4,"Nosopsyllus mokrzeckyi",Parasite,4,11,19,0,0.2105,0.3636,0.325,39,151,0
A_HP_038,A,HostParasite,3641,"Microtus socialis",Host,9,"Nosopsyllus mokrzeckyi",Parasite,2,10,20,0,0.45,0.2,0.26,244,6,0
A_HP_038,A,HostParasite,3716,"Microtus socialis",Host,9,"Rhadinopsylla ucrainica",Parasite,5,10,20,1,0.45,0.5,0.26,244,279,10
A_HP_006,A,HostParasite,3716,"Microtus socialis",Host,6,"Rhadinopsylla ucrainica",Parasite,1,16,37,0,0.1622,0.0625,0.208,204,2,0
A_HP_014,A,HostParasite,3716,"Microtus socialis",Host,4,"Rhadinopsylla ucrainica",Parasite,3,11,19,0,0.2105,0.2727,0.325,39,7,0
A_HP_038,A,HostParasite,3717,"Microtus socialis",Host,9,"Xenopsylla conformis",Parasite,5,10,20,1,0.45,0.5,0.26,244,2137,4
A_HP_006,A,HostParasite,3717,"Microtus socialis",Host,6,"Xenopsylla conformis",Parasite,1,16,37,0,0.1622,0.0625,0.208,204,12,0
A_HP_010,A,HostParasite,3717,"Microtus socialis",Host,5,"Xenopsylla conformis",Parasite,5,18,31,0,0.1613,0.2778,0.158,31,360,0
A_HP_046,A,HostParasite,3717,"Microtus socialis",Host,4,"Xenopsylla conformis",Parasite,12,17,39,0,0.1026,0.7059,0.305,286,79362,0
A_HP_033,A,HostParasite,3682,"Microtus subterraneus",Host,18,"Amalaraeus arvicolae",Parasite,5,22,25,1,0.72,0.2273,0.36,518,170,151
A_HP_037,A,HostParasite,3682,"Microtus subterraneus",Host,8,"Amalaraeus arvicolae",Parasite,1,17,21,1,0.381,0.0588,0.252,312,13,13
A_HP_033,A,HostParasite,3683,"Microtus subterraneus",Host,18,"Amalaraeus penicilliger",Parasite,9,22,25,1,0.72,0.4091,0.36,518,554,25
A_HP_037,A,HostParasite,3683,"Microtus subterraneus",Host,8,"Amalaraeus penicilliger",Parasite,3,17,21,1,0.381,0.1765,0.252,312,629,18
A_HP_033,A,HostParasite,3684,"Microtus subterraneus",Host,18,"Atyphloceras nuperus",Parasite,4,22,25,1,0.72,0.1818,0.36,518,12,1
A_HP_037,A,HostParasite,3684,"Microtus subterraneus",Host,8,"Atyphloceras nuperus",Parasite,1,17,21,0,0.381,0.0588,0.252,312,27,0
A_HP_033,A,HostParasite,3687,"Microtus subterraneus",Host,18,"Ctenophthalmus agyrtes",Parasite,17,22,25,1,0.72,0.7727,0.36,518,2361,215
A_HP_037,A,HostParasite,3687,"Microtus subterraneus",Host,8,"Ctenophthalmus agyrtes",Parasite,13,17,21,1,0.381,0.7647,0.252,312,5443,132
A_HP_033,A,HostParasite,3690,"Microtus subterraneus",Host,18,"Ctenophthalmus assimilis",Parasite,12,22,25,1,0.72,0.5455,0.36,518,236,2
A_HP_037,A,HostParasite,3690,"Microtus subterraneus",Host,8,"Ctenophthalmus assimilis",Parasite,14,17,21,1,0.381,0.8235,0.252,312,1620,48
A_HP_033,A,HostParasite,3691,"Microtus subterraneus",Host,18,"Ctenophthalmus solutus",Parasite,10,22,25,1,0.72,0.4545,0.36,518,183,1
A_HP_037,A,HostParasite,3691,"Microtus subterraneus",Host,8,"Ctenophthalmus solutus",Parasite,3,17,21,0,0.381,0.1765,0.252,312,148,0
A_HP_033,A,HostParasite,3693,"Microtus subterraneus",Host,18,"Ctenophthalmus uncinatus",Parasite,8,22,25,1,0.72,0.3636,0.36,518,109,1
A_HP_037,A,HostParasite,3693,"Microtus subterraneus",Host,8,"Ctenophthalmus uncinatus",Parasite,3,17,21,0,0.381,0.1765,0.252,312,80,0
A_HP_033,A,HostParasite,3695,"Microtus subterraneus",Host,18,"Hystrichopsylla orientalis",Parasite,11,22,25,1,0.72,0.5,0.36,518,90,4
A_HP_037,A,HostParasite,3695,"Microtus subterraneus",Host,8,"Hystrichopsylla orientalis",Parasite,5,17,21,0,0.381,0.2941,0.252,312,124,0
A_HP_033,A,HostParasite,3698,"Microtus subterraneus",Host,18,"Megabothris turbidus",Parasite,12,22,25,1,0.72,0.5455,0.36,518,725,15
A_HP_037,A,HostParasite,3698,"Microtus subterraneus",Host,8,"Megabothris turbidus",Parasite,12,17,21,1,0.381,0.7059,0.252,312,1973,26
A_HP_033,A,HostParasite,3700,"Microtus subterraneus",Host,18,"Palaeopsylla soricis",Parasite,11,22,25,1,0.72,0.5,0.36,518,673,5
A_HP_037,A,HostParasite,3700,"Microtus subterraneus",Host,8,"Palaeopsylla soricis",Parasite,7,17,21,1,0.381,0.4118,0.252,312,293,65
A_HP_033,A,HostParasite,3702,"Microtus subterraneus",Host,18,"Peromyscopsylla bidentata",Parasite,13,22,25,1,0.72,0.5909,0.36,518,522,52
A_HP_037,A,HostParasite,3702,"Microtus subterraneus",Host,8,"Peromyscopsylla bidentata",Parasite,5,17,21,1,0.381,0.2941,0.252,312,188,4
A_HP_033,A,HostParasite,3705,"Microtus subterraneus",Host,18,"Peromyscopsylla silvatica",Parasite,8,22,25,1,0.72,0.3636,0.36,518,230,8
A_HP_037,A,HostParasite,3705,"Microtus subterraneus",Host,8,"Peromyscopsylla silvatica",Parasite,1,17,21,0,0.381,0.0588,0.252,312,15,0
A_HP_033,A,HostParasite,3706,"Microtus subterraneus",Host,18,"Rhadinopsylla integella",Parasite,8,22,25,1,0.72,0.3636,0.36,518,90,3
A_HP_037,A,HostParasite,3706,"Microtus subterraneus",Host,8,"Rhadinopsylla integella",Parasite,3,17,21,0,0.381,0.1765,0.252,312,85,0
