network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance,sum_1,sum_2,sum_shared
A_HP_042,A,HostParasite,2681,"Apodemus agrarius",Host,2,"Frontopsylla elata",Parasite,7,21,32,1,0.0625,0.3333,0.125,10,69,5
A_HP_044,A,HostParasite,2681,"Apodemus agrarius",Host,14,"Frontopsylla elata",Parasite,4,27,26,1,0.5385,0.1481,0.281,115,15,7
A_HP_049,A,HostParasite,2681,"Apodemus agrarius",Host,15,"Frontopsylla elata",Parasite,2,5,19,1,0.7895,0.4,0.411,673,112,110
A_HP_020,A,HostParasite,2681,"Apodemus agrarius",Host,4,"Frontopsylla elata",Parasite,9,16,17,0,0.2353,0.5625,0.386,14,103,0
A_HP_029,A,HostParasite,2681,"Apodemus agrarius",Host,2,"Frontopsylla elata",Parasite,4,15,34,0,0.0588,0.2667,0.155,12,210,0
A_HP_032,A,HostParasite,2681,"Apodemus agrarius",Host,2,"Frontopsylla elata",Parasite,3,14,13,0,0.1538,0.2143,0.176,4,27,0
A_HP_009,A,HostParasite,2687,"Apodemus agrarius",Host,9,"Frontopsylla protera",Parasite,9,14,22,1,0.4091,0.6429,0.315,128,152,11
A_HP_029,A,HostParasite,2687,"Apodemus agrarius",Host,2,"Frontopsylla protera",Parasite,1,15,34,0,0.0588,0.0667,0.155,12,6,0
A_HP_017,A,HostParasite,2730,"Apodemus agrarius",Host,9,"Hystrichopsylla microti",Parasite,1,5,9,1,1,0.2,0.422,847,2,2
A_HP_049,A,HostParasite,2730,"Apodemus agrarius",Host,15,"Hystrichopsylla microti",Parasite,2,5,19,1,0.7895,0.4,0.411,673,8,6
A_HP_033,A,HostParasite,2767,"Apodemus agrarius",Host,15,"Hystrichopsylla orientalis",Parasite,11,22,25,1,0.6,0.5,0.36,583,90,15
A_HP_037,A,HostParasite,2767,"Apodemus agrarius",Host,9,"Hystrichopsylla orientalis",Parasite,5,17,21,1,0.4286,0.2941,0.252,1895,124,63
A_HP_003,A,HostParasite,2682,"Apodemus agrarius",Host,8,"Hystrichopsylla talpae",Parasite,12,23,9,1,0.8889,0.5217,0.522,78,75,3
A_HP_009,A,HostParasite,2682,"Apodemus agrarius",Host,9,"Hystrichopsylla talpae",Parasite,8,14,22,1,0.4091,0.5714,0.315,128,335,5
A_HP_018,A,HostParasite,2682,"Apodemus agrarius",Host,9,"Hystrichopsylla talpae",Parasite,10,15,21,1,0.4286,0.6667,0.403,109,104,6
A_HP_020,A,HostParasite,2682,"Apodemus agrarius",Host,4,"Hystrichopsylla talpae",Parasite,7,16,17,1,0.2353,0.4375,0.386,14,178,2
A_HP_021,A,HostParasite,2682,"Apodemus agrarius",Host,11,"Hystrichopsylla talpae",Parasite,4,9,15,1,0.7333,0.4444,0.422,107,18,8
A_HP_026,A,HostParasite,2682,"Apodemus agrarius",Host,8,"Hystrichopsylla talpae",Parasite,12,15,18,1,0.4444,0.8,0.526,62,253,4
A_HP_031,A,HostParasite,2682,"Apodemus agrarius",Host,11,"Hystrichopsylla talpae",Parasite,14,25,31,1,0.3548,0.56,0.225,176,147,12
A_HP_033,A,HostParasite,2682,"Apodemus agrarius",Host,15,"Hystrichopsylla talpae",Parasite,10,22,25,1,0.6,0.4545,0.36,583,94,23
A_HP_044,A,HostParasite,2682,"Apodemus agrarius",Host,14,"Hystrichopsylla talpae",Parasite,16,27,26,1,0.5385,0.5926,0.281,115,271,15
A_HP_014,A,HostParasite,2682,"Apodemus agrarius",Host,7,"Hystrichopsylla talpae",Parasite,2,11,19,0,0.3684,0.1818,0.325,237,5,0
A_HP_042,A,HostParasite,2682,"Apodemus agrarius",Host,2,"Hystrichopsylla talpae",Parasite,4,21,32,0,0.0625,0.1905,0.125,10,15,0
A_HP_021,A,HostParasite,2734,"Apodemus agrarius",Host,11,"Leptopsylla segnis",Parasite,5,9,15,1,0.7333,0.5556,0.422,107,25,1
A_HP_032,A,HostParasite,2734,"Apodemus agrarius",Host,2,"Leptopsylla segnis",Parasite,1,14,13,1,0.1538,0.0714,0.176,4,2,2
A_HP_033,A,HostParasite,2734,"Apodemus agrarius",Host,15,"Leptopsylla segnis",Parasite,10,22,25,1,0.6,0.4545,0.36,583,210,150
A_HP_044,A,HostParasite,2734,"Apodemus agrarius",Host,14,"Leptopsylla segnis",Parasite,4,27,26,1,0.5385,0.1481,0.281,115,9,3
A_HP_049,A,HostParasite,2734,"Apodemus agrarius",Host,15,"Leptopsylla segnis",Parasite,2,5,19,1,0.7895,0.4,0.411,673,9,6
A_HP_018,A,HostParasite,2734,"Apodemus agrarius",Host,9,"Leptopsylla segnis",Parasite,2,15,21,0,0.4286,0.1333,0.403,109,2,0
A_HP_026,A,HostParasite,2734,"Apodemus agrarius",Host,8,"Leptopsylla segnis",Parasite,4,15,18,0,0.4444,0.2667,0.526,62,16,0
A_HP_014,A,HostParasite,2727,"Apodemus agrarius",Host,7,"Leptopsylla taschenbergi",Parasite,5,11,19,1,0.3684,0.4545,0.325,237,165,42
A_HP_021,A,HostParasite,2727,"Apodemus agrarius",Host,11,"Leptopsylla taschenbergi",Parasite,5,9,15,1,0.7333,0.5556,0.422,107,60,53
A_HP_017,A,HostParasite,2826,"Apodemus agrarius",Host,9,"Megabothris calcarifer",Parasite,5,5,9,1,1,1,0.422,847,589,426
A_HP_049,A,HostParasite,2826,"Apodemus agrarius",Host,15,"Megabothris calcarifer",Parasite,3,5,19,1,0.7895,0.6,0.411,673,391,187
A_HP_031,A,HostParasite,2826,"Apodemus agrarius",Host,11,"Megabothris calcarifer",Parasite,6,25,31,0,0.3548,0.24,0.225,176,50,0
A_HP_044,A,HostParasite,2826,"Apodemus agrarius",Host,14,"Megabothris calcarifer",Parasite,2,27,26,0,0.5385,0.0741,0.281,115,4,0
A_HP_050,A,HostParasite,2826,"Apodemus agrarius",Host,10,"Megabothris calcarifer",Parasite,1,27,35,0,0.2857,0.037,0.239,241,8,0
A_HP_003,A,HostParasite,2789,"Apodemus agrarius",Host,8,"Megabothris rectangulatus",Parasite,16,23,9,1,0.8889,0.6957,0.522,78,219,10
A_HP_009,A,HostParasite,2789,"Apodemus agrarius",Host,9,"Megabothris rectangulatus",Parasite,7,14,22,1,0.4091,0.5,0.315,128,413,3
A_HP_018,A,HostParasite,2789,"Apodemus agrarius",Host,9,"Megabothris rectangulatus",Parasite,4,15,21,1,0.4286,0.2667,0.403,109,33,1
A_HP_031,A,HostParasite,2789,"Apodemus agrarius",Host,11,"Megabothris rectangulatus",Parasite,12,25,31,1,0.3548,0.48,0.225,176,173,9
A_HP_044,A,HostParasite,2789,"Apodemus agrarius",Host,14,"Megabothris rectangulatus",Parasite,18,27,26,1,0.5385,0.6667,0.281,115,600,8
A_HP_020,A,HostParasite,2789,"Apodemus agrarius",Host,4,"Megabothris rectangulatus",Parasite,1,16,17,0,0.2353,0.0625,0.386,14,3,0
A_HP_026,A,HostParasite,2789,"Apodemus agrarius",Host,8,"Megabothris rectangulatus",Parasite,6,15,18,0,0.4444,0.4,0.526,62,119,0
A_HP_042,A,HostParasite,2789,"Apodemus agrarius",Host,2,"Megabothris rectangulatus",Parasite,6,21,32,0,0.0625,0.2857,0.125,10,56,0
A_HP_003,A,HostParasite,2790,"Apodemus agrarius",Host,8,"Megabothris turbidus",Parasite,7,23,9,1,0.8889,0.3043,0.522,78,39,3
A_HP_018,A,HostParasite,2790,"Apodemus agrarius",Host,9,"Megabothris turbidus",Parasite,10,15,21,1,0.4286,0.6667,0.403,109,571,49
A_HP_020,A,HostParasite,2790,"Apodemus agrarius",Host,4,"Megabothris turbidus",Parasite,6,16,17,1,0.2353,0.375,0.386,14,75,3
A_HP_021,A,HostParasite,2790,"Apodemus agrarius",Host,11,"Megabothris turbidus",Parasite,4,9,15,1,0.7333,0.4444,0.422,107,10,3
A_HP_031,A,HostParasite,2790,"Apodemus agrarius",Host,11,"Megabothris turbidus",Parasite,8,25,31,1,0.3548,0.32,0.225,176,154,11
A_HP_033,A,HostParasite,2790,"Apodemus agrarius",Host,15,"Megabothris turbidus",Parasite,12,22,25,1,0.6,0.5455,0.36,583,725,62
A_HP_037,A,HostParasite,2790,"Apodemus agrarius",Host,9,"Megabothris turbidus",Parasite,12,17,21,1,0.4286,0.7059,0.252,1895,1973,398
A_HP_014,A,HostParasite,2790,"Apodemus agrarius",Host,7,"Megabothris turbidus",Parasite,3,11,19,0,0.3684,0.2727,0.325,237,28,0
A_HP_026,A,HostParasite,2790,"Apodemus agrarius",Host,8,"Megabothris turbidus",Parasite,10,15,18,0,0.4444,0.6667,0.526,62,436,0
A_HP_044,A,HostParasite,2790,"Apodemus agrarius",Host,14,"Megabothris turbidus",Parasite,2,27,26,0,0.5385,0.0741,0.281,115,4,0
A_HP_018,A,HostParasite,2834,"Apodemus agrarius",Host,9,"Megabothris walkeri",Parasite,10,15,21,1,0.4286,0.6667,0.403,109,196,2
A_HP_020,A,HostParasite,2834,"Apodemus agrarius",Host,4,"Megabothris walkeri",Parasite,14,16,17,1,0.2353,0.875,0.386,14,291,2
A_HP_021,A,HostParasite,2834,"Apodemus agrarius",Host,11,"Megabothris walkeri",Parasite,3,9,15,1,0.7333,0.3333,0.422,107,5,1
A_HP_031,A,HostParasite,2834,"Apodemus agrarius",Host,11,"Megabothris walkeri",Parasite,11,25,31,1,0.3548,0.44,0.225,176,860,12
A_HP_032,A,HostParasite,2834,"Apodemus agrarius",Host,2,"Megabothris walkeri",Parasite,2,14,13,1,0.1538,0.1429,0.176,4,4,2
A_HP_014,A,HostParasite,2834,"Apodemus agrarius",Host,7,"Megabothris walkeri",Parasite,2,11,19,0,0.3684,0.1818,0.325,237,6,0
A_HP_044,A,HostParasite,2834,"Apodemus agrarius",Host,14,"Megabothris walkeri",Parasite,5,27,26,0,0.5385,0.1852,0.281,115,26,0
A_HP_044,A,HostParasite,2949,"Apodemus agrarius",Host,14,"Neopsylla acanthina",Parasite,3,27,26,1,0.5385,0.1111,0.281,115,10,3
A_HP_031,A,HostParasite,2949,"Apodemus agrarius",Host,11,"Neopsylla acanthina",Parasite,2,25,31,0,0.3548,0.08,0.225,176,15,0
A_HP_049,A,HostParasite,2949,"Apodemus agrarius",Host,15,"Neopsylla acanthina",Parasite,1,5,19,0,0.7895,0.2,0.411,673,2,0
A_HP_017,A,HostParasite,2828,"Apodemus agrarius",Host,9,"Neopsylla bidentatiformis",Parasite,3,5,9,1,1,0.6,0.422,847,173,153
A_HP_049,A,HostParasite,2828,"Apodemus agrarius",Host,15,"Neopsylla bidentatiformis",Parasite,4,5,19,1,0.7895,0.8,0.411,673,139,125
A_HP_003,A,HostParasite,2791,"Apodemus agrarius",Host,8,"Neopsylla mana",Parasite,21,23,9,1,0.8889,0.913,0.522,78,976,10
A_HP_009,A,HostParasite,2791,"Apodemus agrarius",Host,9,"Neopsylla mana",Parasite,11,14,22,1,0.4091,0.7857,0.315,128,495,3
A_HP_031,A,HostParasite,2791,"Apodemus agrarius",Host,11,"Neopsylla mana",Parasite,5,25,31,1,0.3548,0.2,0.225,176,14,2
A_HP_029,A,HostParasite,2791,"Apodemus agrarius",Host,2,"Neopsylla mana",Parasite,1,15,34,0,0.0588,0.0667,0.155,12,2,0
A_HP_042,A,HostParasite,2791,"Apodemus agrarius",Host,2,"Neopsylla mana",Parasite,6,21,32,0,0.0625,0.2857,0.125,10,44,0
A_HP_044,A,HostParasite,2791,"Apodemus agrarius",Host,14,"Neopsylla mana",Parasite,1,27,26,0,0.5385,0.037,0.281,115,2,0
A_HP_050,A,HostParasite,2791,"Apodemus agrarius",Host,10,"Neopsylla mana",Parasite,1,27,35,0,0.2857,0.037,0.239,241,2,0
A_HP_044,A,HostParasite,2950,"Apodemus agrarius",Host,14,"Neopsylla pleskei",Parasite,4,27,26,1,0.5385,0.1481,0.281,115,16,8
A_HP_049,A,HostParasite,2950,"Apodemus agrarius",Host,15,"Neopsylla pleskei",Parasite,1,5,19,1,0.7895,0.2,0.411,673,2,2
A_HP_020,A,HostParasite,2950,"Apodemus agrarius",Host,4,"Neopsylla pleskei",Parasite,7,16,17,0,0.2353,0.4375,0.386,14,126,0
A_HP_029,A,HostParasite,2950,"Apodemus agrarius",Host,2,"Neopsylla pleskei",Parasite,1,15,34,0,0.0588,0.0667,0.155,12,22,0
A_HP_031,A,HostParasite,2950,"Apodemus agrarius",Host,11,"Neopsylla pleskei",Parasite,7,25,31,0,0.3548,0.28,0.225,176,46,0
A_HP_032,A,HostParasite,2950,"Apodemus agrarius",Host,2,"Neopsylla pleskei",Parasite,4,14,13,0,0.1538,0.2857,0.176,4,19,0
A_HP_009,A,HostParasite,2818,"Apodemus agrarius",Host,9,"Nosopsyllus consimilis",Parasite,8,14,22,1,0.4091,0.5714,0.315,128,308,7
A_HP_014,A,HostParasite,2818,"Apodemus agrarius",Host,7,"Nosopsyllus consimilis",Parasite,8,11,19,1,0.3684,0.7273,0.325,237,259,39
A_HP_021,A,HostParasite,2818,"Apodemus agrarius",Host,11,"Nosopsyllus consimilis",Parasite,4,9,15,1,0.7333,0.4444,0.422,107,28,2
A_HP_042,A,HostParasite,2818,"Apodemus agrarius",Host,2,"Nosopsyllus consimilis",Parasite,1,21,32,0,0.0625,0.0476,0.125,10,3,0
A_HP_017,A,HostParasite,2830,"Apodemus agrarius",Host,9,"Nosopsyllus fasciatus",Parasite,2,5,9,1,1,0.4,0.422,847,20,18
A_HP_026,A,HostParasite,2830,"Apodemus agrarius",Host,8,"Nosopsyllus fasciatus",Parasite,1,15,18,1,0.4444,0.0667,0.526,62,2,2
A_HP_033,A,HostParasite,2830,"Apodemus agrarius",Host,15,"Nosopsyllus fasciatus",Parasite,5,22,25,1,0.6,0.2273,0.36,583,25,13
A_HP_044,A,HostParasite,2830,"Apodemus agrarius",Host,14,"Nosopsyllus fasciatus",Parasite,1,27,26,1,0.5385,0.037,0.281,115,10,10
A_HP_049,A,HostParasite,2830,"Apodemus agrarius",Host,15,"Nosopsyllus fasciatus",Parasite,1,5,19,1,0.7895,0.2,0.411,673,20,20
A_HP_014,A,HostParasite,2824,"Apodemus agrarius",Host,7,"Nosopsyllus mokrzeckyi",Parasite,4,11,19,1,0.3684,0.3636,0.325,237,151,71
A_HP_021,A,HostParasite,2824,"Apodemus agrarius",Host,11,"Nosopsyllus mokrzeckyi",Parasite,2,9,15,1,0.7333,0.2222,0.422,107,8,1
A_HP_003,A,HostParasite,2792,"Apodemus agrarius",Host,8,"Palaeopsylla soricis",Parasite,15,23,9,1,0.8889,0.6522,0.522,78,119,20
A_HP_018,A,HostParasite,2792,"Apodemus agrarius",Host,9,"Palaeopsylla soricis",Parasite,12,15,21,1,0.4286,0.8,0.403,109,1234,2
A_HP_026,A,HostParasite,2792,"Apodemus agrarius",Host,8,"Palaeopsylla soricis",Parasite,13,15,18,1,0.4444,0.8667,0.526,62,3311,3
A_HP_033,A,HostParasite,2792,"Apodemus agrarius",Host,15,"Palaeopsylla soricis",Parasite,11,22,25,1,0.6,0.5,0.36,583,673,5
A_HP_037,A,HostParasite,2792,"Apodemus agrarius",Host,9,"Palaeopsylla soricis",Parasite,7,17,21,1,0.4286,0.4118,0.252,1895,293,24
A_HP_044,A,HostParasite,2792,"Apodemus agrarius",Host,14,"Palaeopsylla soricis",Parasite,18,27,26,1,0.5385,0.6667,0.281,115,507,15
A_HP_009,A,HostParasite,2792,"Apodemus agrarius",Host,9,"Palaeopsylla soricis",Parasite,3,14,22,0,0.4091,0.2143,0.315,128,48,0
A_HP_020,A,HostParasite,2792,"Apodemus agrarius",Host,4,"Palaeopsylla soricis",Parasite,10,16,17,0,0.2353,0.625,0.386,14,902,0
A_HP_021,A,HostParasite,2792,"Apodemus agrarius",Host,11,"Palaeopsylla soricis",Parasite,4,9,15,0,0.7333,0.4444,0.422,107,6,0
A_HP_031,A,HostParasite,2792,"Apodemus agrarius",Host,11,"Palaeopsylla soricis",Parasite,10,25,31,0,0.3548,0.4,0.225,176,520,0
A_HP_009,A,HostParasite,2819,"Apodemus agrarius",Host,9,"Pectinoctenus nemorosa",Parasite,5,14,22,1,0.4091,0.3571,0.315,128,268,74
A_HP_029,A,HostParasite,2819,"Apodemus agrarius",Host,2,"Pectinoctenus nemorosa",Parasite,2,15,34,0,0.0588,0.1333,0.155,12,132,0
A_HP_032,A,HostParasite,2819,"Apodemus agrarius",Host,2,"Pectinoctenus nemorosa",Parasite,1,14,13,0,0.1538,0.0714,0.176,4,6,0
A_HP_042,A,HostParasite,2819,"Apodemus agrarius",Host,2,"Pectinoctenus nemorosa",Parasite,1,21,32,0,0.0625,0.0476,0.125,10,57,0
A_HP_031,A,HostParasite,2840,"Apodemus agrarius",Host,11,"Peromyscopsylla bidentata",Parasite,4,25,31,1,0.3548,0.16,0.225,176,19,11
A_HP_033,A,HostParasite,2840,"Apodemus agrarius",Host,15,"Peromyscopsylla bidentata",Parasite,13,22,25,1,0.6,0.5909,0.36,583,522,1
A_HP_037,A,HostParasite,2840,"Apodemus agrarius",Host,9,"Peromyscopsylla bidentata",Parasite,5,17,21,1,0.4286,0.2941,0.252,1895,188,9
A_HP_018,A,HostParasite,2840,"Apodemus agrarius",Host,9,"Peromyscopsylla bidentata",Parasite,9,15,21,0,0.4286,0.6,0.403,109,256,0
A_HP_020,A,HostParasite,2840,"Apodemus agrarius",Host,4,"Peromyscopsylla bidentata",Parasite,6,16,17,0,0.2353,0.375,0.386,14,58,0
A_HP_021,A,HostParasite,2840,"Apodemus agrarius",Host,11,"Peromyscopsylla bidentata",Parasite,4,9,15,0,0.7333,0.4444,0.422,107,11,0
A_HP_026,A,HostParasite,2840,"Apodemus agrarius",Host,8,"Peromyscopsylla bidentata",Parasite,3,15,18,0,0.4444,0.2,0.526,62,11,0
A_HP_029,A,HostParasite,2840,"Apodemus agrarius",Host,2,"Peromyscopsylla bidentata",Parasite,2,15,34,0,0.0588,0.1333,0.155,12,5,0
A_HP_044,A,HostParasite,2953,"Apodemus agrarius",Host,14,"Peromyscopsylla silvatica",Parasite,16,27,26,1,0.5385,0.5926,0.281,115,1386,10
A_HP_018,A,HostParasite,2953,"Apodemus agrarius",Host,9,"Peromyscopsylla silvatica",Parasite,2,15,21,0,0.4286,0.1333,0.403,109,85,0
A_HP_020,A,HostParasite,2953,"Apodemus agrarius",Host,4,"Peromyscopsylla silvatica",Parasite,1,16,17,0,0.2353,0.0625,0.386,14,8,0
A_HP_026,A,HostParasite,2953,"Apodemus agrarius",Host,8,"Peromyscopsylla silvatica",Parasite,2,15,18,0,0.4444,0.1333,0.526,62,11,0
A_HP_031,A,HostParasite,2953,"Apodemus agrarius",Host,11,"Peromyscopsylla silvatica",Parasite,4,25,31,0,0.3548,0.16,0.225,176,52,0
A_HP_033,A,HostParasite,2953,"Apodemus agrarius",Host,15,"Peromyscopsylla silvatica",Parasite,8,22,25,0,0.6,0.3636,0.36,583,230,0
A_HP_037,A,HostParasite,2953,"Apodemus agrarius",Host,9,"Peromyscopsylla silvatica",Parasite,1,17,21,0,0.4286,0.0588,0.252,1895,15,0
A_HP_033,A,HostParasite,2862,"Apodemus agrarius",Host,15,"Rhadinopsylla integella",Parasite,8,22,25,1,0.6,0.3636,0.36,583,90,3
A_HP_037,A,HostParasite,2862,"Apodemus agrarius",Host,9,"Rhadinopsylla integella",Parasite,3,17,21,1,0.4286,0.1765,0.252,1895,85,2
A_HP_018,A,HostParasite,2862,"Apodemus agrarius",Host,9,"Rhadinopsylla integella",Parasite,2,15,21,0,0.4286,0.1333,0.403,109,4,0
A_HP_020,A,HostParasite,2862,"Apodemus agrarius",Host,4,"Rhadinopsylla integella",Parasite,1,16,17,0,0.2353,0.0625,0.386,14,9,0
A_HP_026,A,HostParasite,2862,"Apodemus agrarius",Host,8,"Rhadinopsylla integella",Parasite,1,15,18,0,0.4444,0.0667,0.526,62,2,0
A_HP_031,A,HostParasite,2862,"Apodemus agrarius",Host,11,"Rhadinopsylla integella",Parasite,1,25,31,0,0.3548,0.04,0.225,176,2,0
A_HP_044,A,HostParasite,2862,"Apodemus agrarius",Host,14,"Rhadinopsylla integella",Parasite,1,27,26,0,0.5385,0.037,0.281,115,2,0
A_HP_044,A,HostParasite,2954,"Apodemus agrarius",Host,14,"Rhadinopsylla li",Parasite,27,27,26,1,0.5385,1,0.281,115,189,7
A_HP_050,A,HostParasite,2954,"Apodemus agrarius",Host,10,"Rhadinopsylla li",Parasite,12,27,35,1,0.2857,0.4444,0.239,241,3882,6
A_HP_029,A,HostParasite,2954,"Apodemus agrarius",Host,2,"Rhadinopsylla li",Parasite,2,15,34,0,0.0588,0.1333,0.155,12,518,0
A_HP_050,A,HostParasite,2959,"Apodemus agrarius",Host,10,"Rhadinopsylla pentacantha",Parasite,9,27,35,1,0.2857,0.3333,0.239,241,437,5
A_HP_033,A,HostParasite,2959,"Apodemus agrarius",Host,15,"Rhadinopsylla pentacantha",Parasite,4,22,25,0,0.6,0.1818,0.36,583,12,0
A_HP_037,A,HostParasite,2959,"Apodemus agrarius",Host,9,"Rhadinopsylla pentacantha",Parasite,3,17,21,0,0.4286,0.1765,0.252,1895,36,0
A_HP_049,A,HostParasite,2958,"Apodemus agrarius",Host,15,"Rhadinopsylla rothschildi",Parasite,2,5,19,1,0.7895,0.4,0.411,673,4,2
A_HP_050,A,HostParasite,2958,"Apodemus agrarius",Host,10,"Rhadinopsylla rothschildi",Parasite,8,27,35,0,0.2857,0.2963,0.239,241,104,0
A_HP_017,A,HostParasite,2832,"Apodemus agrarius",Host,9,"Stenoponia sidimi",Parasite,1,5,9,1,1,0.2,0.422,847,21,21
A_HP_049,A,HostParasite,2832,"Apodemus agrarius",Host,15,"Stenoponia sidimi",Parasite,1,5,19,0,0.7895,0.2,0.411,673,3,0
A_HP_050,A,HostParasite,2832,"Apodemus agrarius",Host,10,"Stenoponia sidimi",Parasite,3,27,35,0,0.2857,0.1111,0.239,241,31,0
A_HP_050,A,HostParasite,2961,"Apodemus agrarius",Host,10,"Tarsopsylla octodecimdentata",Parasite,14,27,35,1,0.2857,0.5185,0.239,241,1320,9
A_HP_018,A,HostParasite,2961,"Apodemus agrarius",Host,9,"Tarsopsylla octodecimdentata",Parasite,1,15,21,0,0.4286,0.0667,0.403,109,22,0
A_HP_031,A,HostParasite,2961,"Apodemus agrarius",Host,11,"Tarsopsylla octodecimdentata",Parasite,2,25,31,0,0.3548,0.08,0.225,176,9,0
A_HP_044,A,HostParasite,2961,"Apodemus agrarius",Host,14,"Tarsopsylla octodecimdentata",Parasite,1,27,26,0,0.5385,0.037,0.281,115,20,0
A_HP_033,A,HostParasite,2841,"Apodemus flavicollis",Host,20,"Amalaraeus penicilliger",Parasite,9,22,25,1,0.8,0.4091,0.36,640,554,3
A_HP_026,A,HostParasite,2841,"Apodemus flavicollis",Host,3,"Amalaraeus penicilliger",Parasite,5,15,18,0,0.1667,0.3333,0.526,13,136,0
A_HP_037,A,HostParasite,2841,"Apodemus flavicollis",Host,11,"Amalaraeus penicilliger",Parasite,3,17,21,0,0.5238,0.1765,0.252,3513,629,0
A_HP_039,A,HostParasite,2841,"Apodemus flavicollis",Host,7,"Amalaraeus penicilliger",Parasite,1,6,11,0,0.6364,0.1667,0.439,213,2,0
A_HP_006,A,HostParasite,2805,"Apodemus flavicollis",Host,16,"Amphipsylla rossica",Parasite,7,16,37,1,0.4324,0.4375,0.208,164,154,16
A_HP_021,A,HostParasite,2805,"Apodemus flavicollis",Host,2,"Amphipsylla rossica",Parasite,1,9,15,0,0.1333,0.1111,0.422,3,29,0
A_HP_026,A,HostParasite,2805,"Apodemus flavicollis",Host,3,"Amphipsylla rossica",Parasite,9,15,18,0,0.1667,0.6,0.526,13,971,0
A_HP_033,A,HostParasite,2805,"Apodemus flavicollis",Host,20,"Amphipsylla rossica",Parasite,3,22,25,0,0.8,0.1364,0.36,640,14,0
A_HP_037,A,HostParasite,2805,"Apodemus flavicollis",Host,11,"Amphipsylla rossica",Parasite,2,17,21,0,0.5238,0.1176,0.252,3513,6,0
A_HP_033,A,HostParasite,2843,"Apodemus flavicollis",Host,20,"Atyphloceras nuperus",Parasite,4,22,25,1,0.8,0.1818,0.36,640,12,1
A_HP_037,A,HostParasite,2843,"Apodemus flavicollis",Host,11,"Atyphloceras nuperus",Parasite,1,17,21,0,0.5238,0.0588,0.252,3513,27,0
A_HP_033,A,HostParasite,2844,"Apodemus flavicollis",Host,20,"Ceratophyllus sciurorum",Parasite,5,22,25,1,0.8,0.2273,0.36,640,61,3
A_HP_037,A,HostParasite,2844,"Apodemus flavicollis",Host,11,"Ceratophyllus sciurorum",Parasite,4,17,21,1,0.5238,0.2353,0.252,3513,21,13
A_HP_006,A,HostParasite,2844,"Apodemus flavicollis",Host,16,"Ceratophyllus sciurorum",Parasite,2,16,37,0,0.4324,0.125,0.208,164,19,0
A_HP_021,A,HostParasite,2838,"Apodemus flavicollis",Host,2,"Ctenophthalmus agyrtes",Parasite,6,9,15,1,0.1333,0.6667,0.422,3,29,2
A_HP_033,A,HostParasite,2838,"Apodemus flavicollis",Host,20,"Ctenophthalmus agyrtes",Parasite,17,22,25,1,0.8,0.7727,0.36,640,2361,313
A_HP_037,A,HostParasite,2838,"Apodemus flavicollis",Host,11,"Ctenophthalmus agyrtes",Parasite,13,17,21,1,0.5238,0.7647,0.252,3513,5443,2266
A_HP_039,A,HostParasite,2838,"Apodemus flavicollis",Host,7,"Ctenophthalmus agyrtes",Parasite,5,6,11,1,0.6364,0.8333,0.439,213,380,163
A_HP_026,A,HostParasite,2838,"Apodemus flavicollis",Host,3,"Ctenophthalmus agyrtes",Parasite,10,15,18,0,0.1667,0.6667,0.526,13,551,0
A_HP_021,A,HostParasite,2839,"Apodemus flavicollis",Host,2,"Ctenophthalmus assimilis",Parasite,6,9,15,1,0.1333,0.6667,0.422,3,62,1
A_HP_033,A,HostParasite,2839,"Apodemus flavicollis",Host,20,"Ctenophthalmus assimilis",Parasite,12,22,25,1,0.8,0.5455,0.36,640,236,6
A_HP_037,A,HostParasite,2839,"Apodemus flavicollis",Host,11,"Ctenophthalmus assimilis",Parasite,14,17,21,1,0.5238,0.8235,0.252,3513,1620,305
A_HP_026,A,HostParasite,2839,"Apodemus flavicollis",Host,3,"Ctenophthalmus assimilis",Parasite,13,15,18,0,0.1667,0.8667,0.526,13,1786,0
A_HP_033,A,HostParasite,2847,"Apodemus flavicollis",Host,20,"Ctenophthalmus obtusus",Parasite,3,22,25,1,0.8,0.1364,0.36,640,67,2
A_HP_037,A,HostParasite,2847,"Apodemus flavicollis",Host,11,"Ctenophthalmus obtusus",Parasite,1,17,21,0,0.5238,0.0588,0.252,3513,5,0
A_HP_033,A,HostParasite,2848,"Apodemus flavicollis",Host,20,"Ctenophthalmus solutus",Parasite,10,22,25,1,0.8,0.4545,0.36,640,183,84
A_HP_037,A,HostParasite,2848,"Apodemus flavicollis",Host,11,"Ctenophthalmus solutus",Parasite,3,17,21,1,0.5238,0.1765,0.252,3513,148,127
A_HP_033,A,HostParasite,2850,"Apodemus flavicollis",Host,20,"Ctenophthalmus uncinatus",Parasite,8,22,25,1,0.8,0.3636,0.36,640,109,3
A_HP_037,A,HostParasite,2850,"Apodemus flavicollis",Host,11,"Ctenophthalmus uncinatus",Parasite,3,17,21,1,0.5238,0.1765,0.252,3513,80,17
A_HP_026,A,HostParasite,2850,"Apodemus flavicollis",Host,3,"Ctenophthalmus uncinatus",Parasite,9,15,18,0,0.1667,0.6,0.526,13,267,0
A_HP_039,A,HostParasite,2850,"Apodemus flavicollis",Host,7,"Ctenophthalmus uncinatus",Parasite,1,6,11,0,0.6364,0.1667,0.439,213,18,0
