FixedEffect,P
-0.08435165258954892,0.8633533927343061
-0.37689993636542113,0.32226674296143426
-0.9829303084750795,0.016541066994787954
-0.5192776040696331,0.14804202425870167
-0.9228299503686883,0.03206600001058594
-1.117559799317266,0.006068240675374689
-0.5119849673202754,0.15592217526604782
-1.1365187400644226,0.016971652575012028
-0.5364570159619259,0.11698477558122183
-0.0630215254327932,0.8694520193050164
-0.02614907284536452,0.9403644030392014
-0.3718815664798191,0.30146204284829026
-0.8012867086155581,0.09332933499765403
-1.1929455232757882,0.0083725519795546
-0.83449049299,0.032871404696255345
-0.4964602193458498,0.2204867550660237
-0.9720216087886002,0.01412608042242821
-0.4891635927363921,0.19584945143368038
-0.7742060747405171,0.036844000264729546
-0.7874306027099636,0.035401930369341715
-0.9632287266767067,0.02022382038812708
-0.38116614842710905,0.31212493785251855
-0.3333005983303297,0.4120765597723367
-1.105573187107015,0.01957091769483996
-0.6007355096141931,0.09837106359956056
-1.1620583702301142,0.005541016431709614
-0.6019691909789566,0.10730949936688029
-1.3549691365570866,0.01302304424896982
-0.6240240350624202,0.10523981156139454
-0.7973821961939558,0.02273531293664629
-0.7889471196376223,0.07301458537843994
-0.30874101564228457,0.43498553773432475
-0.07588528130492775,0.8539554702512165
-0.51997139937269,0.17778340576589918
-0.7336965887384085,0.06083422933521688
-0.7227101834127375,0.07588290237649617
-0.6435193733757456,0.11878969011531025
-0.9647036394440723,0.031227904864482885
-0.5694040454287684,0.1245034181227417
-0.519221729065545,0.18315827528918063
-1.1611153577557374,0.005837218241720323
-0.43434938883087854,0.21771267682571344
-0.679298671082598,0.1617694046925331
-0.7360088597255744,0.0481664989220317
-0.9376152533155228,0.009619210569115922
-0.4812028142793,0.23143587000748383
-0.8921710910209799,0.026447926820169776
-0.44604114105542425,0.241981549371421
-0.5466778201601494,0.20632193703478238
-0.7913335138805808,0.07443406686297298
-0.17563184709033489,0.6820605450767492
-0.20605486489870672,0.5659835782827343
-1.181332161846616,0.0029874437228346153
-0.7286113511727342,0.0741286745186361
-0.2260307449207414,0.5481128533966577
-1.0305844269440918,0.034641162188753086
-1.0381564166388628,0.012067104067412817
-0.6548910000132983,0.09540969803385506
-0.649852416098011,0.12994805811127047
-1.2425245790693276,0.006746567612527222
-0.5384692197732454,0.18572721116378801
-0.8088261551898722,0.04018860374837248
-0.59810699252862,0.1367083884483235
-0.3801818169328966,0.4069238170918824
-1.2787752950883404,0.002400688938893877
-0.30362370581212333,0.4328868666914386
-0.906192425599455,0.022396461231180918
-0.7388473633307693,0.060595982291123354
-0.47302576864747675,0.20300582536426476
-0.5749708559533018,0.19886714090222196
-0.46379413739860653,0.18731191665891408
-0.8130937409730822,0.033068885900439354
-0.5329869114584846,0.12158609450215938
-0.6724550361692064,0.06048481401148938
-0.2578303303610969,0.5073718126745668
-1.3621567723909542,0.0015755737496861136
-0.6596906213773276,0.05592095992948149
-0.8784620483130416,0.019924150433056707
-0.16239587226000454,0.7015359599377688
-0.9438382986607087,0.015036845604722538
-0.5086060830528415,0.21879880436876054
-0.34764608954201653,0.36408735421151744
-0.6830999701002871,0.05777201707025128
-0.3397765700539007,0.29881646700070924
-1.0227366001456029,0.0111754947384668
-0.4252222654921308,0.2960343879479075
-0.17843690611783478,0.6526537739925706
-0.2959586544524519,0.43414976366766506
-0.9724386534319613,0.02203971873293448
-0.5639230840129522,0.1953885812916473
-0.3818112193341767,0.23610051565750473
-0.6543971877484918,0.06485966678371756
-0.5899807057123713,0.10829741780243021
-0.7574336791149007,0.16442234228815852
-0.3411114026844639,0.3757227157692317
-1.257179626796563,0.011097412821343999
-0.8080473325767552,0.053816418907061896
-0.132431589161537,0.7407971328140268
-0.3799893788599663,0.32614249698748016
-0.298558587235816,0.4380876886485675
-0.5070329215418082,0.14461850205803842
-0.19562340451228585,0.5977464327150048
-0.3726042950641109,0.3017385566364854
-0.5750038334771385,0.11604878343884434
-0.9342984231760751,0.024730509474136127
-0.5780464317388626,0.18863632741798583
-0.3334738551330182,0.3929125423444695
-0.599028373012004,0.1424866840593488
-0.36395611930517047,0.2978596955299489
-1.2443051316115759,0.007064276554397407
-0.45763849818617997,0.2191113389346528
-0.9560242874243008,0.016815109122931358
-0.8272928456508547,0.028104293013091523
-0.2439469792631995,0.48097604178317316
-0.456489935199201,0.2329290900096251
-0.4504706299346088,0.21095769756034802
-0.19455460966720536,0.601616216781251
-0.8341878805338199,0.02984771729772285
-0.7623922887172037,0.0814237350245389
-1.3721846309407815,0.0022522361737887394
-0.9614295966205092,0.07184491984359803
-0.4115358627805942,0.23907685873620577
-0.49716740937956916,0.27731762240447166
-0.7239522230066195,0.04187802297595429
-0.3371902440315278,0.4421585826696235
-0.4495823142255026,0.20828539795834092
-0.802522124327713,0.06526112028936273
-1.1746396167162274,0.0015447009236749763
-0.8276574073736281,0.025346866958838754
-0.512958407192579,0.16370954806222277
-0.745340315829063,0.0734035864494629
-0.017442282017824808,0.9646010749223184
-0.8536787624954074,0.080394917939536
-0.878143158723531,0.04541130197349357
-0.5042911321529435,0.18845420924754255
-0.44686332896143016,0.21298864837357379
-0.43120564993936006,0.24926706770767512
-0.8389911095068235,0.031065497323931626
-0.7504804235247483,0.048453379804586375
-0.7292824598809806,0.09767455878921226
-0.2953795463404132,0.4148378993590779
-0.29945143596292384,0.4072426716600315
-0.8639336219625086,0.022410453900181884
-0.4156678297107797,0.32408260451395005
-0.4138396805049234,0.2458268343263002
-0.33588559984602046,0.36950072285664454
-1.2423349077717294,0.0034277020245346724
-0.7506811087745144,0.03952721842215386
-0.4989079397475756,0.20760492829453206
-0.28115940921005356,0.465529852822846
-0.6913172245777299,0.08765897026128915
-0.41647217008819387,0.3555922612818401
-0.1791987840029896,0.6932182703270429
-0.13598151163847597,0.7111457802584539
-1.0177458458798518,0.007544452517690094
-0.06119954869959795,0.8685193823730755
-0.5861291579979644,0.09262910281396013
-0.46487657610602323,0.3183876550590607
-0.8408537333766396,0.030264827233768478
-0.47804743035930525,0.1906053051844756
-1.0551917698160225,0.013037681442613433
-0.7535137847830896,0.05878636335442367
-0.667948953370199,0.10604007731378538
-1.1385364981344757,0.019457579607424887
-0.8555719771966529,0.03143563315649833
-1.3343280841530896,0.0019167061932816813
-0.06765924533562888,0.8523542626818845
-0.3907128711158703,0.28275498858794823
-0.4059161332323787,0.2769474999075467
-0.591342163808874,0.11206668265515603
-0.33769955572114896,0.3605375317112556
-1.2302072697324449,0.006073717414074211
-1.2881966483201936,6.704537981221783e-4
-0.6807861513554941,0.04890072672604904
-0.9812915235554636,0.024613081376745803
-0.3149993872176816,0.39751769590171443
-2.130817406856724,1.0334860775852538e-4
-0.6402209822907609,0.11900544309770282
-1.2981811223240198,0.010081946867623861
-0.5161349239399502,0.17383993859543395
-0.637488846906069,0.09773506493917394
-0.24131602863474394,0.5048378784467804
-0.48040387536441354,0.24094049450734542
-0.8282545221128216,0.04009325391289682
-0.5188086651228442,0.17881707636746616
-0.36039933093599313,0.3412236056791584
-0.3914573286491143,0.3042020779856023
-0.7903756163758697,0.020617989445528173
-0.13268303612719184,0.7685023728508882
-0.7714577132391329,0.0389086147967411
-0.5785022719727172,0.09780001812294921
-0.7188163211900921,0.09310328175682946
-1.358189636629412,0.006413592406740351
-0.4860510833331716,0.2258556941335917
-0.6774371229228016,0.07245363433481136
-0.7757820902611011,0.04651073569898203
-0.4431512928133637,0.21756648342311866
-0.423218388277028,0.24995154392642438
-0.6229110530963882,0.10716831410115223
-1.0443377385217167,0.0051755667855579324
-0.645629788111091,0.057591797317136574
-1.348736491272807,0.0037600309349270417
-0.4844832156824943,0.2800027499173658
-0.8396793068302678,0.03434219009815734
0.035615162852254835,0.9326931098224261
-0.9165180155035314,0.012227866173976747
-0.7713295347020517,0.04959051143932052
-0.2417921468569936,0.52553500344741
0.013984620441339114,0.9722674722157605
