sc.norm_deg_sp_1,sc.norm_deg_sp_2,type,connected,id_pair,network_id,species_1,species_2,subtype,cond__,estimate__,se__,lower__,upper__
-1.1324026819243376,0.19998289539112757,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.24261245399695763,0.1790835063507913,0.024612120695988435,0.7152750506609061
-1.1324026819243376,0.2434069925320721,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.2568352737983806,0.18671926808777548,0.026468956379218093,0.7315622549978766
-1.1324026819243376,0.2868310896730166,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.27076469017971017,0.19427599032574627,0.028416502649962577,0.7467435954297542
-1.1324026819243376,0.33025518681396093,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.28549707042030537,0.2014812833967205,0.030582176691092935,0.7600564032646174
-1.1324026819243376,0.37367928395490546,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.30041085978466897,0.2077799431048026,0.03278623451662377,0.772753087214286
-1.1324026819243376,0.41710338109585,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.3164838912457831,0.2141262799589099,0.03512847886958788,0.784967993242212
-1.1324026819243376,0.4605274782367945,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.3322111499813463,0.21973268484994724,0.037636082094143514,0.7966904563073226
-1.1324026819243376,0.503951575377739,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.3486105463910879,0.2245962518988296,0.04048683028024724,0.8079300756277308
-1.1324026819243376,0.5473756725186834,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.3651013040231488,0.23024606634627479,0.04354375866112172,0.818689740590196
-1.1324026819243376,0.5907997696596279,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.38186740990327983,0.23572593111288648,0.046518251032271564,0.8296438899972771
-1.1324026819243376,0.6342238668005724,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4002051361930883,0.23993078628184772,0.04992679530387141,0.8402436157983424
-1.1324026819243376,0.6776479639415169,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.418061980642513,0.2434754393661863,0.05341234656612076,0.8503246720343692
-1.1324026819243376,0.7210720610824615,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4363247120914348,0.24533061337170337,0.0570893418456298,0.859855895834861
-1.1324026819243376,0.764496158223406,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4536135648514509,0.2470355141546707,0.061013396266501006,0.8683310540961405
-1.1324026819243376,0.8079202553643503,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.47202662909520693,0.2488169440974091,0.06539143059646428,0.8763176756560888
-1.1324026819243376,0.851344352505295,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4901343163200378,0.24961008090443776,0.06972817372181907,0.8847965168453221
-1.1324026819243376,0.8947684496462396,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5084509304496523,0.24940137592285175,0.07441891805091533,0.8922385606072998
-1.1324026819243376,0.9381925467871837,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.526134964445601,0.24955551528998662,0.07935167427848233,0.8988769627314579
-1.1324026819243376,0.9816166439281282,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5448857582891244,0.24729661924472748,0.0848140780780719,0.905594098006208
-1.1324026819243376,1.0250407410690727,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5628595112018167,0.24553505109312265,0.09063348674374151,0.9122416970239345
-1.1324026819243376,1.0684648382100173,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5811665149568835,0.24323465779652798,0.09681153057861908,0.9184451112227244
-1.1324026819243376,1.1118889353509618,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5990991730054075,0.24041478986568293,0.10336444101824278,0.9238045200865161
-1.1324026819243376,1.1553130324919063,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6162118342023224,0.23665052274891468,0.11030673054264456,0.9288334734342784
-1.1324026819243376,1.1987371296328508,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6332894421243678,0.23175138404672838,0.1173512588368753,0.9333983466239976
-1.1324026819243376,1.2421612267737954,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6505724424115205,0.22634012571317583,0.12460976959590458,0.937635402137099
-1.1324026819243376,1.28558532391474,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6667246037206657,0.22126062960502457,0.1327210666558533,0.9416197616472729
-1.1324026819243376,1.3290094210556844,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6830815100040005,0.21547702831228513,0.14171170031684832,0.9453800514440387
-1.1324026819243376,1.3724335181966285,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.698745396952058,0.20857240056721227,0.15112044637577499,0.9488818810570713
-1.1324026819243376,1.415857615337573,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.713810932270104,0.2014060875430237,0.16047621580062665,0.9521808765755
-1.1324026819243376,1.4592817124785176,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7290609453841453,0.19468095815013803,0.1704604606803149,0.9552741557611399
-1.1324026819243376,1.502705809619462,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.74365918649126606,0.1880215545237673,0.18065199824474326,0.9582019825865213
-1.1324026819243376,1.5461299067604066,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.757575462556269,0.1805371833126262,0.19128273612582325,0.9611267975996687
-1.1324026819243376,1.5895540039013512,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7707382506536614,0.17340335766649545,0.20250041780190728,0.963871845704997
-1.1324026819243376,1.6329781010422957,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7835584211069846,0.16564183505839386,0.21420171577925176,0.9664147423324062
-1.1324026819243376,1.6764021981832402,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7955478619778411,0.1585217573873897,0.22640710361608624,0.9687881669346667
-1.1324026819243376,1.7198262953241847,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8076638310561923,0.15178349742363353,0.24028871238434524,0.9709656891297422
-1.1324026819243376,1.7632503924651293,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8187059278994218,0.1444880571583337,0.254818503812021,0.973084010791739
-1.1324026819243376,1.8066744896060738,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8291884125655506,0.1376514124409065,0.26719232737548415,0.9749625546002639
-1.1324026819243376,1.8500985867470179,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8395211847336684,0.1311163208172423,0.27994096969612775,0.9767316563854841
-1.1324026819243376,1.8935226838879624,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8494333043361448,0.12425851776518124,0.29447688446186965,0.9784461078493134
-1.1324026819243376,1.936946781028907,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8587326669428113,0.1178205113083683,0.31005125376060977,0.9799259056089509
-1.1324026819243376,1.9803708781698515,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8673752457164559,0.11194240925320986,0.3252433523840834,0.9813448498830838
-1.1324026819243376,2.023794975310796,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8755052784663658,0.10586262568230052,0.3416821165780687,0.9826083794634143
-1.1324026819243376,2.0672190724517403,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8831810296890439,0.1001369517213392,0.3590065596704874,0.9839185478308601
-1.1324026819243376,2.1106431695926853,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8903597931371284,0.0943093165359592,0.37670678144791814,0.9850701144662127
-1.1324026819243376,2.1540672667336294,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8974585557377661,0.08867235672518739,0.3947485569588845,0.986140379868071
-1.1324026819243376,2.1974913638745743,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9038484185414863,0.08339469843948537,0.41307091915108723,0.9871201360618914
-1.1324026819243376,2.2409154610155184,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.909965435140581,0.07853601406222782,0.4297157379180904,0.9880255020051019
-1.1324026819243376,2.2843395581564625,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.915747949228485,0.07391995708985562,0.4465210677214471,0.9888543089685075
-1.1324026819243376,2.3277636552974075,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9210739024126724,0.06951284101284555,0.4641864903741179,0.9896243464739035
-1.1324026819243376,2.3711877524383516,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9260751020224224,0.065424730906988,0.482763733737344,0.9903675335366486
-1.1324026819243376,2.4146118495792965,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.930998340852937,0.06142077997028217,0.5014066596373842,0.9910569334779082
-1.1324026819243376,2.4580359467202406,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9356039424529268,0.057647237313726174,0.5200136534548343,0.9916878162573622
-1.1324026819243376,2.5014600438611856,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9397703611513256,0.054277732894829955,0.5385470512225939,0.9922745404150937
-1.1324026819243376,2.5448841410021297,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9436591186052423,0.05091616023677864,0.5554354370357423,0.9928201495672494
-1.1324026819243376,2.5883082381430746,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9474255506436444,0.04763932006138559,0.571623315251265,0.9933375854178281
-1.1324026819243376,2.6317323352840187,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9509818625936681,0.04467756543538309,0.5876593328261783,0.993826752659252
-1.1324026819243376,2.6751564324249637,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9542480065883735,0.04183177492780291,0.6040004106692224,0.994274182066423
-1.1324026819243376,2.718580529565908,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9573516331459704,0.03910934199138944,0.6205434107836404,0.9946836578273726
-1.1324026819243376,2.762004626706852,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9602227067912297,0.03659949717975832,0.6373009050211198,0.9950551459464552
-1.1324026819243376,2.805428723847797,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9629729027813727,0.034134516750883956,0.6537557978292325,0.9954123049430137
-1.1324026819243376,2.848852820988741,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9655545419721019,0.031908101477141876,0.6712957218481495,0.995722307028976
-1.1324026819243376,2.892276918129686,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9679406307710674,0.029732239629067316,0.68850275829091645,0.9960212071773478
-1.1324026819243376,2.93570101527063,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9702012451590958,0.027693858366228685,0.7027528999200531,0.9963248630206509
-1.1324026819243376,2.979125112411575,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9722310267927685,0.02586155099307743,0.7183950031900057,0.9965795792925435
-1.1324026819243376,3.022549209552519,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9741392143686358,0.024112821054332094,0.7344686874732529,0.9968261844299802
-1.1324026819243376,3.065973306693463,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.9759831756337551,0.022446521964997267,0.7492944598365859,0.997060531043074
-1.1324026819243376,3.109397403834408,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.977661967047684,0.02089965688939837,0.7631547985213871,0.9972896400782997
-1.0908864666116567,-1.189588213119096,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.03244188547104403,0.02951904433013859,0.002750076476556649,0.21262645954969459
-1.0908864666116567,-1.1461641159781515,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.03483481418804803,0.031616008703566255,0.0029766955600010214,0.2247903250328445
-1.0908864666116567,-1.102740018837207,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.037399643577847044,0.033819168580156406,0.0032079593814070407,0.23962419074183333
-1.0908864666116567,-1.0593159216962627,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.04002663599793987,0.036124210935613396,0.0034457453415673413,0.25329296162495196
-1.0908864666116567,-1.0158918245553181,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.042985092022210694,0.0387003418924034,0.003713794334465597,0.26743562765255013
-1.0908864666116567,-0.9724677274143736,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.046299015640385924,0.041500875059653164,0.003990396602393883,0.2820371809374992
-1.0908864666116567,-0.9290436302734291,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.04953552056397599,0.04433260350666921,0.004294360344837221,0.2971041531271449
-1.0908864666116567,-0.8856195331324845,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.05328780335073351,0.04758440707194111,0.00459020411582755,0.31261232062176764
-1.0908864666116567,-0.8421954359915401,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.057167117343753404,0.05070566809222697,0.004950393787361404,0.32855167369542015
-1.0908864666116567,-0.7987713388505957,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.061069293422849696,0.05391824450763443,0.00537157967884153,0.34460094021720944
-1.0908864666116567,-0.7553472417096512,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.0653455959342462,0.05767337879330524,0.005814319086902418,0.3616660636784858
-1.0908864666116567,-0.7119231445687066,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.06987040180819146,0.061246155969818666,0.006251893333516574,0.3787695748813408
-1.0908864666116567,-0.6684990474277621,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.0747764200711461,0.06521875086366714,0.006733379828917945,0.39616637814169925
-1.0908864666116567,-0.6250749502868177,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.07999098655961989,0.06946143274903502,0.007202921617552461,0.41305194385687816
-1.0908864666116567,-0.5816508531458732,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.08549424834978654,0.07387811316848548,0.007729498047709274,0.42986327998530455
-1.0908864666116567,-0.5382267560049288,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.09144217433227897,0.07881186105275272,0.00829425783952752,0.4468379470894744
-1.0908864666116567,-0.4948026588639842,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.09773744742420641,0.08393890714533986,0.00889992165097056,0.4639374711496539
-1.0908864666116567,-0.4513785617230397,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.10452235547208699,0.08923983425257218,0.009532880613370907,0.4811222139007323
-1.0908864666116567,-0.4079544645820953,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.11159123436908026,0.09457456482201886,0.010195406506605489,0.49896632623438036
-1.0908864666116567,-0.36453036744115075,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.11915591121203478,0.10044235470481787,0.010903474600899167,0.5169107869402139
-1.0908864666116567,-0.32110627030020633,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.1271148831873843,0.10625057058536524,0.011660142996640692,0.5342616319751712
-1.0908864666116567,-0.2776821731592618,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.13559488141425097,0.11216439889463055,0.012468664726032901,0.5538693763120057
-1.0908864666116567,-0.23425807601831727,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.14454689228193346,0.11889862630892478,0.013403973901298926,0.5734459602521089
-1.0908864666116567,-0.19083397887737286,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.1539341745290101,0.12499759626400082,0.014355934170498946,0.5900489906110082
-1.0908864666116567,-0.14740988173642822,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.16364788078344816,0.13155022357071447,0.015466279801021164,0.6060368955620816
-1.0908864666116567,-0.10398578459548391,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.1739253237747735,0.13853009344613956,0.016549765703972347,0.6217894218322807
-1.0908864666116567,-0.06056168745453938,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.18492083281601376,0.1452615575422552,0.017710014160379768,0.6383686501615629
-1.0908864666116567,-0.017137590313594853,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.1962078423650231,0.1520802124635752,0.01900188151346708,0.6568768615594178
-1.0908864666116567,0.026286506827349676,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.20801186589895898,0.15936145263721632,0.02038603316512799,0.673177619312222
-1.0908864666116567,0.0697106039682942,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.2202164880403341,0.16646145657596645,0.02185123297354503,0.6899020005161985
-1.0908864666116567,0.11313470110923851,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.23297412222336084,0.1738744963404601,0.023329725565410842,0.7059359863418824
-1.0908864666116567,0.15655879825018304,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.24652997213458613,0.18130293857385676,0.025016780295071993,0.7204351732128177
-1.0908864666116567,0.19998289539112757,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.26017718330620104,0.1879754743842699,0.026920775724453106,0.7344624168697957
-1.0908864666116567,0.2434069925320721,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.27442162799092384,0.19549950441722808,0.028937444753293243,0.7481441493717813
-1.0908864666116567,0.2868310896730166,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.2892763474895948,0.20285191990241336,0.031026796924595895,0.7630282164768281
-1.0908864666116567,0.33025518681396093,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.3046355256258266,0.20860591339018006,0.033358346806162835,0.7759502922256555
-1.0908864666116567,0.37367928395490546,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.32038048482338133,0.2151464366953487,0.03594379318752518,0.7882199378822554
-1.0908864666116567,0.41710338109585,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.33612877046760065,0.22091967457326242,0.03854300071896757,0.7999888202922902
-1.0908864666116567,0.4605274782367945,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.35295340785865437,0.22659384942196728,0.04129812492970727,0.8112602911449919
-1.0908864666116567,0.503951575377739,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.36967221419228863,0.23102460119147558,0.0442180673255899,0.8220363755498775
-1.0908864666116567,0.5473756725186834,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.38654009114372323,0.23648334278337022,0.047390554877651175,0.8323233619118401
-1.0908864666116567,0.5907997696596279,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.40361200619377574,0.24031566973345123,0.05080581837511894,0.8418634248152362
-1.0908864666116567,0.6342238668005724,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4213112291767205,0.24321784223553702,0.05419163903344375,0.8514808409059635
-1.0908864666116567,0.6776479639415169,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4392615119508405,0.2452119489261783,0.05811713539593259,0.8608727253489551
-1.0908864666116567,0.7210720610824615,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4574279815476098,0.24747861934455023,0.062081974025050564,0.8698579981197149
-1.0908864666116567,0.764496158223406,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.4752749689744321,0.24835253686189765,0.06664587075001181,0.8781884873091893
-1.0908864666116567,0.8079202553643503,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.49368868977885927,0.24839356556833692,0.07107477116900258,0.8857086692384416
-1.0908864666116567,0.851344352505295,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5119557764038556,0.2484521455800219,0.07577549818747764,0.8932192088541513
-1.0908864666116567,0.8947684496462396,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5297875701487885,0.24771311631992576,0.08075860302614997,0.9000683921678345
-1.0908864666116567,0.9381925467871837,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5479958491732214,0.24594615609741519,0.08615047659736859,0.9062548701353204
-1.0908864666116567,0.9816166439281282,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5658034783838564,0.2437627764004454,0.09199648531133747,0.9124853696606647
-1.0908864666116567,1.0250407410690727,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.5836096423615716,0.24254146970403093,0.0981698434157868,0.9182769394035066
-1.0908864666116567,1.0684648382100173,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6009701726845362,0.2394551535759704,0.104752932377613,0.9241590169132912
-1.0908864666116567,1.1118889353509618,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6183818173690458,0.23503264576993801,0.11172278417815562,0.9292814672193302
-1.0908864666116567,1.1553130324919063,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6354546251274524,0.2306106105730784,0.11909469231990089,0.933790564502284
-1.0908864666116567,1.1987371296328508,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6525248337366901,0.22562316243268932,0.1268835472587331,0.9379858299584067
-1.0908864666116567,1.2421612267737954,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6686633432575357,0.21962410018276338,0.13467021900192772,0.9419317960468919
-1.0908864666116567,1.28558532391474,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.6849153401196986,0.21402962778929793,0.14306534855250905,0.9456501884590968
-1.0908864666116567,1.3290094210556844,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7002481198388345,0.2077681561381006,0.15209329765294716,0.949251119252341
-1.0908864666116567,1.3724335181966285,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7152961562076936,0.20048980251051063,0.1618908804260084,0.9523995457206017
-1.0908864666116567,1.415857615337573,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7299626555472063,0.1932731965853965,0.17189963185717472,0.9554718950658638
-1.0908864666116567,1.4592817124785176,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7444084582987782,0.186929498661996,0.18203202692778406,0.958354609851082
-1.0908864666116567,1.502705809619462,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7582701063616091,0.18013330913407757,0.19301284256802625,0.9611239403345346
-1.0908864666116567,1.5461299067604066,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.7712593965141021,0.1732635843695896,0.20509413782527158,0.9639247720574717
-1.0908864666116567,1.5895540039013512,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.784391327917245,0.16552341537246743,0.21756790322850547,0.966332608046699
-1.0908864666116567,1.6329781010422957,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.796617854099759,0.1580881183796012,0.22985386256795026,0.9686813251726579
-1.0908864666116567,1.6764021981832402,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.808212749260605,0.15101474016749603,0.24261847883060972,0.9708301183392051
-1.0908864666116567,1.7198262953241847,M,NA,NA,NA,NA,NA,NA,Mutualistic,0.8194688451578458,0.14402232694434733,0.25585646661140177,0.9728606053673097
