.id,Estimate,Est.Error,l-95% CI,u-95% CI,Eff.Sample,Rhat
id_pair,0.486589919240476,0.05200867195186663,0.38175090652275534,0.5874909112644994,1005.5899237620871,1.002085000249183
network_id,1.472616126860394,0.12890889541984907,1.2462240608530764,1.7438345997653615,569.2199404402298,1.0055416352428812
species_1,0.4820243903902892,0.05864657382050166,0.3725565794048479,0.600182760403268,769.6992369496683,1.0031923300029981
species_2,0.22165057900374036,0.05042558800857268,0.1176032125619414,0.3158558690631047,829.2788331521785,1.0024505131679362
subtype,3.536274918647302,3.0052322027712397,0.7973742967859433,11.910617227346691,982.4884157998297,1.0015945659050032
